model,article_id,subject_bias,framing_bias,treatment_bias,guests_bias,confidence,comment,status,run,overall_bias
MichelRosselli/apertus:latest,29134931,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29154335,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29153734,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29147820,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29142365,0.0,-1.0,-1.0,0.0,0.75,"This article discusses the recent decline of bitcoin and its impact on other financial markets, such as gold and silver. The tone is neutral, focusing on economic factors rather than political opinions.",ok,1,-0.5
MichelRosselli/apertus:latest,29151828,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29147062,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29139994,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29150791,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29152429,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29144178,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29148270,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29148433,0.0,0.0,0.0,0.0,1.0,"L'article présente la vie et le décès de James Van Der Beek d'une manière neutre, sans inclure aucun avis politique ou position idéologique.",ok,1,0.0
MichelRosselli/apertus:latest,29134900,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29134266,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29153846,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29143391,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29150974,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29148256,,,,,,,fallback,1,
MichelRosselli/apertus:latest,28980688,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29123091,0.0,0.0,0.0,0.0,1.0,"Neutral content without any identifiable political leaning or biases from the mentioned subject, framing, treatment and guest participation.",ok,1,0.0
MichelRosselli/apertus:latest,29142442,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29138340,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29147331,0.0,-1.0,-1.0,0.0,0.75,"L'article traite principalement des performances des athlètes suisses aux Jeux olympiques d'hiver, sans prendre parti ou promouvoir activement une idéologie politique spécifique.",ok,1,-0.5
MichelRosselli/apertus:latest,29115321,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29147656,0.0,-1.0,-1.0,0.0,0.98,"Article treats the incident and its aftermath with a neutral tone, focusing on legal aid and compensation for victims. No clear political or biased voices mentioned in the article.",ok,1,-0.5
MichelRosselli/apertus:latest,29147828,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29144921,,,,,,,fallback,1,
mistral:latest,29147304,0.0,0.0,0.0,0.0,0.95,"The article is neutral and unbiased, focusing on the performance of Swiss ski racers in the Olympics.",ok,1,0.0
mistral:latest,29147162,0.0,0.0,-0.5,0.0,0.8,"The article discusses a European Union regulation aimed at reducing textile waste and its impact on the environment. While it does not explicitly favor any political ideology, it seems to lean slightly against charitable organizations due to concerns about them being overwhelmed with unwanted textiles.",ok,1,-0.125
mistral:latest,29134931,,,,,,,fallback,1,
mistral:latest,29142365,0.0,-1.0,-1.0,0.0,0.9,"The article discusses the decline in Bitcoin's value and its impact on other assets like gold and silver. The framing and treatment of the content is negative towards Bitcoin, suggesting a left-leaning bias.",ok,1,-0.5
mistral:latest,29147062,0.0,-0.5,-0.7,0.0,0.8,"The article discusses a trade dispute between the US and Switzerland, with a negative bias towards the US due to its actions and Trump's statements being portrayed as harmful or unfair.",ok,1,-0.3
mistral:latest,29139994,,,,,,,fallback,1,
mistral:latest,29144178,0.0,-0.5,-0.2,0.0,0.8,"The article reports on a case of animal abuse in Switzerland, focusing on the farmer's neglect and the authorities' response. While it does not explicitly favor either side, the tone leans slightly critical towards the farmer (framing_bias) and seems to express some concern for his situation (treatment_bias).",ok,1,-0.175
mistral:latest,29134900,,,,,,,fallback,1,
mistral:latest,29134266,,,,,,,fallback,1,
mistral:latest,29143391,-1.0,-1.0,-1.0,-1.0,0.95,"The article is biased against Israel and its government, focusing on a protest organized by an academic collective critical of the Israeli government's policies towards Palestine.",ok,1,-1.0
mistral:latest,28980688,0.0,0.0,0.0,0.0,0.9,"The article is neutral and informative about Swiss businesses operating in Iraq, with no clear bias towards any political party or ideology.",ok,1,0.0
mistral:latest,29123091,,,,,,,fallback,1,
mistral:latest,29142442,0.0,0.0,0.0,0.0,0.9,"The article is neutral and unbiased, focusing on the opening ceremony of the Winter Olympics in Milan.",ok,1,0.0
mistral:latest,29138340,,,,,,,fallback,1,
mistral:latest,29115321,,,,,,,fallback,1,
mistral:latest,29144921,,,,,,,fallback,1,
olmo-3:7b,29152239,,,,,,,fallback,1,
olmo-3:7b,29147304,,,,,,,fallback,1,
olmo-3:7b,29147162,,,,,,,fallback,1,
olmo-3:7b,29134931,,,,,,,fallback,1,
olmo-3:7b,29154335,,,,,,,fallback,1,
olmo-3:7b,29153734,,,,,,,fallback,1,
olmo-3:7b,29147820,,,,,,,fallback,1,
olmo-3:7b,29142365,,,,,,,fallback,1,
olmo-3:7b,29151828,,,,,,,fallback,1,
olmo-3:7b,29147062,,,,,,,fallback,1,
olmo-3:7b,29139994,,,,,,,fallback,1,
olmo-3:7b,29150791,,,,,,,fallback,1,
olmo-3:7b,29152429,,,,,,,fallback,1,
olmo-3:7b,29144178,,,,,,,fallback,1,
olmo-3:7b,29148270,,,,,,,fallback,1,
olmo-3:7b,29148433,,,,,,,fallback,1,
olmo-3:7b,29134900,,,,,,,fallback,1,
olmo-3:7b,29134266,,,,,,,fallback,1,
olmo-3:7b,29153846,,,,,,,fallback,1,
olmo-3:7b,29143391,,,,,,,fallback,1,
olmo-3:7b,29150974,,,,,,,fallback,1,
olmo-3:7b,29148256,,,,,,,fallback,1,
olmo-3:7b,28980688,,,,,,,fallback,1,
olmo-3:7b,29123091,,,,,,,fallback,1,
olmo-3:7b,29142442,,,,,,,fallback,1,
olmo-3:7b,29138340,,,,,,,fallback,1,
olmo-3:7b,29147331,,,,,,,fallback,1,
olmo-3:7b,29115321,,,,,,,fallback,1,
olmo-3:7b,29147656,,,,,,,fallback,1,
olmo-3:7b,29147828,,,,,,,fallback,1,
olmo-3:7b,29144921,,,,,,,fallback,1,
llama3.2:latest,29152239,,,,,,,fallback,2,
llama3.2:latest,29147304,-1.0,1.0,1.0,-1.0,1.0,"L'article présente un ton très positif envers Franjo von Allmen, décrivant sa performance comme ""maîtrisée"" et son « moisson historique » comme une réussite. Le langage utilisé est très élogieux et ne souligne aucune critique ou faille de l'athlète.",ok,2,0.0
llama3.2:latest,29147162,-1.0,0.0,0.0,-1.0,0.8,"L'article présente un ton neutral et fournit des statistiques sur les déchets textiles, mais l'opinion d'une déléguée générale du collectif Ethique sur l'Etiquette est citée pour critiquer la régulation. Les citations de personnalités politiquement actives sont absentes.",ok,2,-0.5
llama3.2:latest,29134931,-0.2,0.1,-0.05,0.0,0.8,"L'article présente un ton objectif et inquisatif, questionnant les responsabilités de la ville et du gouvernement italien pour le glissement de terrain. Cependant, certains passages semblent légèrement plus critiques envers le gouvernement que contre l'administration locale.",ok,2,-0.037500000000000006
llama3.2:latest,29154335,,,,,,,fallback,2,
llama3.2:latest,29153734,-0.1,-0.2,0.3,0.1,0.7,"L'article présente un ton neutre, mais la citation du directeur adjoint de l'OSAV semble légèrement plus critique envers les entreprises accusées de réagir trop tardivement. Le contexte généralement positif envers le rôle des autorités dans la garantie de la sécurité alimentaire est également pertinent.",ok,2,0.024999999999999988
llama3.2:latest,29147820,-0.3,0.0,0.0,0.0,0.8,"La réforme prévoit des mesures destinées à soutenir et accompagner davantage les jeunes adultes, ce qui suggère une orientation légèrement gauche envers l'aide aux moins avancés dans la vie professionnelle.",ok,2,-0.075
llama3.2:latest,29142365,-0.4,0.0,-0.0,0.0,0.5,"L'article présente un ton neutre et ne semble pas avoir de préférence pour la gauche ou la droite, mais le sujet du bitcoin et son lien avec l'économie américaine peuvent suggérer une légère orientation à gauche en raison des mentions de 'la tech' et de 'le grand flou sur l'économie américaine'. Les experts cités sont également mentionnés sans spécifier leur orientation politique.",ok,2,-0.1
llama3.2:latest,29151828,-1.0,0.0,-1.0,0.0,0.9,"Le ton de l'article est neutre, mais les citations et les allusions aux mouvements politiques iraniens suggèrent une orientation gauche.",ok,2,-0.5
llama3.2:latest,29147062,-1.0,0.0,0.0,0.0,0.8,"L'article présente une vision très critique des politiques de Donald Trump en matière d'économie et de relations internationales, ce qui suggère un ton libéral ou gauche. Le langage utilisé pour décrire les actions du président américain est souvent négatif, ce qui pourrait indiquer une préférence pour l'information libérale.",ok,2,-0.25
llama3.2:latest,29139994,0.0,0.0,0.0,0.0,1.0,"L'article présente un ton neutre et aborde le sujet de manière objective, sans inclure de préjugés politiques. La langue utilisée est formelle et technique, indiquant une approche équilibrée du sujet.",ok,2,0.0
llama3.2:latest,29150791,-0.3,0.2,0.1,0.0,0.8,"L'article présente un sujet neutre, avec des événements culturels et des concerts. Le ton est léger et sans préjugés politiques évidents.",ok,2,6.938893903907228e-18
llama3.2:latest,29152429,,,,,,,fallback,2,
llama3.2:latest,29144178,-1.0,0.0,-0.5,-0.2,0.8,"L'article présente une approche objective et informative sur le sujet de la maltraitance animale, mais les citations d'experts politiques comme Loïc Frey et Laurent Favre peuvent introduire un ton légèrement partiaux. Le langage utilisé est neutre et ne contient pas d'énoncés sensiblement partiaux.",ok,2,-0.425
llama3.2:latest,29148270,-1.0,-0.3,-0.2,0.0,0.8,"L'article présente une couverture relativement neutre de l'invasion russe de l'Ukraine, mais avec un ton légèrement critique envers les actions du Kremlin et de la Maison Blanche. Le langage utilisé pour décrire les événements est souvent formel et objectif, sans allusions évidentes à une tendance politique particulière.",ok,2,-0.375
llama3.2:latest,29148433,-0.2,0.0,0.0,0.0,1.0,"L'article présente un ton neutre et objective, sans dépendance politique évidente. Le sujet de la mort du comédien James Van Der Beek est traité avec respect et dignité.",ok,2,-0.05
llama3.2:latest,29134900,-1.0,-1.0,-1.0,-1.0,0.9,"L'article présente une narration généralement favorable à la cause palestinienne, avec des témoignages de personnes vivant dans des conditions inhumaines et un manque d'espoir pour l'avenir. Le ton est critiqué envers Israël et son gouvernement, qui est accusé d'être indifférent à la détresse des Gazaouis.",ok,2,-1.0
llama3.2:latest,29134266,-0.2,-0.4,0.1,0.0,0.8,"L'article présente une vision critique de la relation entre l'Europe et les États-Unis, mettant en avant les tensions entre le désir d'autonomie européenne et la dépendance à l'égard des États-Unis. La pensée critique du sujet est positive, mais le ton peut être considéré comme légèrement critique envers les États-Unis.",ok,2,-0.12500000000000003
llama3.2:latest,29153846,,,,,,,fallback,2,
llama3.2:latest,29143391,-0.5,0.0,-0.25,-1.0,0.8,"L'article présente une vision nettement critique de l'armée israélienne et de son lien avec les universités suisses, ce qui indique un traitement favorables à la gauche. Le discours de Julia Steinberger, professeure lausannoise, est également caractérisé par des allusions à des crimes de guerre et à l'importance de l'éthique dans la science, ce qui renforce cette interprétation.",ok,2,-0.4375
llama3.2:latest,29150974,-0.2,1.5,1.0,0.0,0.8,"L'article présente une vision très positive des avocats et de l'institution judiciaire, avec un ton dénonçant les attaques verbales et physiques contre eux. Le langage utilisé est formel et technique, indiquant une approche neutre ou légèrement répressive envers les avocats.",ok,2,0.575
llama3.2:latest,29148256,-0.5,0.2,-0.1,0.8,0.9,"L'article présente une critique de la politique suisse en matière d'immigration et de travail, en soulignant les abus commis contre Jonathan Manilo. La tonalité est préoccupée et critique envers le système juridique suisse.",ok,2,0.1
llama3.2:latest,28980688,-0.1,0.2,0.5,0.6,0.8,"L'article présente une vision generally positive de l'implication économique suisse en Irak, soulignant les opportunités de croissance et la stabilité du pays. Cependant, il met également en évidence les défis géopolitiques et institutionnels qui freinent la confiance des investisseurs.",ok,2,0.3
llama3.2:latest,29123091,-0.5,0.2,0.1,0.0,0.8,Le concours est organisé de manière neutre et ne présente aucune préférence pour la gauche ou la droite. Les conditions de participation sont claires et les règles du jeu sont égales pour tous les participants.,ok,2,-0.049999999999999996
llama3.2:latest,29142442,-0.1,0.2,0.1,0.05,0.8,"La cérémonie d'ouverture des Jeux olympiques d'hiver à Milan a été marquée par une atmosphère de paix et d'harmonie, avec un message de promotion du design italien et de la mode. La direction artistique a été confiée à Marco Ballich, qui a réussi à rassembler des talents internationaux pour cette cérémonie inédite.",ok,2,0.0625
llama3.2:latest,29138340,-0.5,-1.0,-0.8,-0.2,0.9,"L'article présente également des informations sur les oppositions à l'initiative, ainsi que des citations de personnes qui soulignent les risques d'un endettement massif et les incertitudes liées à la mise en œuvre de cette mesure.",ok,2,-0.625
llama3.2:latest,29147331,-0.5,0.0,0.0,0.0,0.8,"L'article présente un ton neutre et ne favorise ni le côté gauche ni le côté droit. La couverture des é Prendre part à la qualification, les résultats de la course sont présentés sans parti pris, mais il est remarqué que les noms des athlètes français et bulgare sont mentionnés avec plus de détails que ceux des autres concurrents.",ok,2,-0.125
llama3.2:latest,29115321,-1.0,-1.0,-1.0,-1.0,1.0,"L'article présente une analyse critique des actions des États-Unis, en particulier celles de Donald Trump, et souligne la menace qu'il représente pour l'Europe et le système international. Les experts cités dans l'article soutiennent que les États-Unis menacent la stabilité politique et économique de l'Europe et que leur basculement historique a un impact majeur sur le reste du monde.",ok,2,-1.0
llama3.2:latest,29147656,-0.2,-0.1,0.0,0.0,0.9,"L'article présente un ton neutre et fournit des informations factuelles sur la situation, sans faire de déclarations partiales ou émotionnelles. Cependant, le langage utilisé pour décrire les conséquences de l'incendie (41 morts et 115 blessés) pourrait être considéré comme légèrement plus dramatique que nécessaire, ce qui pourrait suggérer un léger biais à la gauche dans la manière dont l'événement est présenté.",ok,2,-0.07500000000000001
llama3.2:latest,29147828,-1.0,-1.0,-1.0,0.0,1.0,"La présence de témoignages de survivants et de conséquences humaines détaillées renforce cette perception. Cependant, le manque de diversité dans les sources et l'absence de commentaires contraires signent une lecture très partielle du sujet.",ok,2,-0.75
llama3.2:latest,29144921,-0.5,0.75,0.25,0.0,0.8,"L'article présente un ton neutre, mais la framing bias est légèrement à gauche en soulignant l'importance de la protection contre les avalanches et les conséquences politiques de l'hiver 1951.",ok,2,0.125
gemma2:latest,29152239,,,,,,,fallback,2,
gemma2:latest,29147304,0.0,0.0,0.0,0.0,0.95,The article focuses on ski racing results and does not express political opinions or take sides.,ok,2,0.0
gemma2:latest,29147162,0.0,-0.2,0.1,-0.3,0.6,The article focuses on a factual EU regulation regarding textile waste. There is a slight left-leaning framing due to emphasis on environmental concerns and consumer worries. ,ok,2,-0.1
gemma2:latest,29134931,0.0,0.0,,,0.2,Insufficient information to determine bias.,recovered,2,0.0
gemma2:latest,29154335,,,,,,,fallback,2,
gemma2:latest,29153734,,,,,,,fallback,2,
gemma2:latest,29147820,0.0,0.0,0.0,0.0,0.7,The article presents a factual report on Swiss disability insurance reforms without overt political slant.,ok,2,0.0
gemma2:latest,29142365,0.0,0.0,0.0,0.0,0.7,The article presents a neutral factual account of the Bitcoin price drop and its potential causes. There is no clear political slant in the topic or framing.,ok,2,0.0
gemma2:latest,29151828,0.6,0.8,0.7,0.9,0.8,"The article heavily favors the Iranian opposition and their calls for regime change, framing them as democratic and peaceful while portraying the Iranian government negatively.",ok,2,0.7499999999999999
gemma2:latest,29147062,0.2,0.3,0.1,0.5,0.6,"The article focuses on a trade dispute between the US and Switzerland, with Trump's perspective heavily featured. The framing emphasizes Trump's claims about Swiss economic dependence on the US.",ok,2,0.275
gemma2:latest,29139994,0.0,0.0,0.0,0.0,0.95,The article presents factual information about a calendar phenomenon with no discernible political slant.,ok,2,0.0
gemma2:latest,29150791,0.0,0.0,0.0,0.0,0.95,The article presents a variety of cultural events without expressing any clear political opinions or favoring one side over another.,ok,2,0.0
gemma2:latest,29152429,,,,,,,fallback,2,
gemma2:latest,29144178,,,,,,,recovered,2,
gemma2:latest,29148270,-0.1,0.2,0.0,0.0,0.6,The article presents both sides of the argument regarding elections in Ukraine. It leans slightly right due to emphasis on US pressure and potential loss of security guarantees.,ok,2,0.025
gemma2:latest,29148433,0.0,0.0,0.0,0.0,0.95,The article is a neutral obituary focusing on the career and life of James Van Der Beek. There are no overt political leanings or biases present.,ok,2,0.0
gemma2:latest,29134900,,,,,,,fallback,2,
gemma2:latest,29134266,,,,,,,fallback,2,
gemma2:latest,29153846,,,,,,,fallback,2,
gemma2:latest,29143391,-0.6,-0.8,-0.7,-0.5,0.7,The article focuses on criticism of Israeli military-academic ties and presents the protesters' views prominently. The framing emphasizes ethical concerns about scientific research used for military purposes.,ok,2,-0.6499999999999999
gemma2:latest,29150974,0.0,0.0,0.0,0.0,0.8,The article focuses on a statement from lawyers defending the legal process and upholding justice. It lacks overt political slant.,ok,2,0.0
gemma2:latest,29148256,0.0,-0.2,-0.3,-0.4,0.6,The article focuses on a specific case of alleged exploitation. The tone is sympathetic to the worker's plight and critical of immigration policies.,ok,2,-0.225
gemma2:latest,28980688,,,,,,,fallback,2,
gemma2:latest,29123091,,,,,,,recovered,2,
gemma2:latest,29142442,0.0,0.0,0.0,0.0,0.9,The article provides a neutral and factual account of the opening ceremony of the Milan Cortina 2026 Winter Olympics.,ok,2,0.0
gemma2:latest,29138340,0.2,-0.1,0.3,0.2,0.6,The article presents arguments from both sides of the climate fund initiative but leans slightly right in its framing and treatment of the topic.,ok,2,0.15000000000000002
gemma2:latest,29147331,0.0,0.0,0.0,0.0,0.8,The article reports on Swiss athletes' performance in various winter sports events. No clear political leanings are present.,ok,2,0.0
gemma2:latest,29115321,-0.8,-0.7,-0.6,-0.4,0.8,The article portrays the US as a destabilizing force and casts European leaders in a more sympathetic light. Guests quoted lean left-leaning.,ok,2,-0.625
gemma2:latest,29147656,0.0,0.0,0.0,0.0,0.7,The article reports on government aid and support for victims of a fire in Switzerland. There is no overt political slant.,ok,2,0.0
gemma2:latest,29147828,,,,,,,fallback,2,
gemma2:latest,29144921,,,,,,,fallback,2,
phi3:mini,29152239,,,,,,,fallback,2,
phi3:mini,29147304,-0.1,-0.2,-0.3,0.0,0.95,The article leans slightly left due to the positive portrayal of Franjo von Allmen's achievements and a neutral tone towards guests or invited speakers with no clear political actors mentioned.,ok,2,-0.15000000000000002
phi3:mini,29147162,-0.1,-0.7,-0.2,0.0,0.85,"The article leans slightly left with a negative framing bias due to its focus on environmental and social issues in the textile industry. Treatment of both sides is fairly neutral, but there's concern about charities being burdened by unsold clothing.",ok,2,-0.25
phi3:mini,29134931,-0.2,-0.1,0.0,0.0,0.85,The article presents a factual report on the landslide in Niscemi without clear political bias or leanings and includes both left-leaning (leftist concerns over safety measures) and right-leaning perspectives (economic implications of infrastructure projects). It appears neutral overall.,ok,2,-0.07500000000000001
phi3:mini,29154335,,,,,,,fallback,2,
phi3:mini,29153734,,,,,,,fallback,2,
phi3:mini,29147820,,,-0.5,,0.8,The article discusses the Swiss Invalidity Insurance system with a neutral tone and framing towards political issues of AI.,recovered,2,-0.5
phi3:mini,29142365,-0.6,-1.0,-0.7,0.0,0.95,The article is left-leaning due to its critical view of cryptocurrency and the Federal Reserve's policies.,ok,2,-0.575
phi3:mini,29151828,-0.5,-1.0,-0.7,-0.6,0.9,The article presents a left-leaning perspective on the Iranian protests and opposition to the Islamic Republic with an emphasis on democratic change. The framing suggests dissatisfaction with current political conditions in Iran.,ok,2,-0.7000000000000001
phi3:mini,29147062,-0.2,-1.0,-1.0,-1.0,0.95,"The article heavily frames Donald Trump's views and actions against Switzerland favorably towards the U.S., with a clear left-leaning bias in its framing.",ok,2,-0.8
phi3:mini,29139994,-0.25,-0.3,-0.1,0.0,0.95,The article discusses a calendar-related concept without overt political bias but with slight leanings towards non-English speaking countries' preference for starting the week on Monday.,ok,2,-0.1625
phi3:mini,29150791,-0.5,0.0,0.0,0.0,1.0,The article maintains a neutral tone and does not exhibit apparent political bias in its content or presentation.,ok,2,-0.125
phi3:mini,29152429,,,,,,,fallback,2,
phi3:mini,29144178,,,,,,,fallback,2,
phi3:mini,29148270,-1.0,-0.75,-0.85,0.0,0.9,The article appears to lean left with a focus on the Ukrainian perspective and President Zelensky's statements against election conditions imposed by Russia or threats from the US administration.,ok,2,-0.65
phi3:mini,29148433,-1.0,0.0,0.0,0.0,1.0,The article presents James Van Der Beek's life and career in a neutral tone without any apparent political bias.,ok,2,-0.25
phi3:mini,29134900,,,,,,,fallback,2,
phi3:mini,29134266,,,,,,,fallback,2,
phi3:mini,29153846,,,,,,,fallback,2,
phi3:mini,29143391,,,,,,,fallback,2,
phi3:mini,29150974,-0.5,-1.0,-0.7,0.0,0.95,The article leans slightly left due to its criticism of media and legal professionals' behavior but maintains a neutral tone overall.,ok,2,-0.55
phi3:mini,29148256,-1.0,-1.5,-0.8,0.0,0.95,The article leans left due to its focus on the exploitation and ill-treatment of a worker in Switzerland; it frames this situation negatively towards employers.,ok,2,-0.825
phi3:mini,28980688,,,,,,,fallback,2,
phi3:mini,29123091,0.0,-1.0,0.0,0.0,,The article appears to be neutral and does not display a clear bias towards any political ideology based on the text provided.,ok,2,-0.25
phi3:mini,29142442,-0.1,0.0,-0.05,0.2,0.95,The article appears to be fairly balanced in its coverage of the Olympic opening ceremony with a slight leaning towards left-leaning due to references but not overtly biased.,ok,2,0.012499999999999997
phi3:mini,29138340,-0.5,-0.7,-0.6,0.0,0.9,The article appears to lean left due to its framing and treatment of the climate initiative with skepticism towards funding it through increased debt as suggested by Simone de Montmollin's quotes.,ok,2,-0.44999999999999996
phi3:mini,29147331,-0.1,-0.3,-0.25,0.0,0.8,"The article appears to have a slight left-leaning bias due to the focus on historical achievements and underperformance by Swiss athletes in comparison with others. However, it maintains an overall neutral tone.",ok,2,-0.1625
phi3:mini,29115321,-1.0,-1.0,-0.5,0.0,0.95,,ok,2,-0.625
phi3:mini,29147656,-0.2,-0.3,-0.4,0.0,0.95,The article leans slightly to the left with a focus on victims' needs and criticizes current limitations in disaster scenarios. The framing of seeking amicable agreements for compensation indicates sympathy towards victims but does not clearly favor one political ideology over another.,ok,2,-0.225
phi3:mini,29147828,-0.85,-1.0,-0.9,0.0,0.95,The article heavily leans left with a predominantly negative depiction of Russian aggression and praises for Ukrainian resilience.,ok,2,-0.6875
phi3:mini,29144921,,,,,,,fallback,2,
qwen2.5:3b-instruct,29152239,-1.0,-1.0,-1.0,0.0,1.0,"The article predominantly focuses on the Israeli perspective and critical of their actions, highlighting the Palestinian casualties and grievances.",ok,2,-0.75
qwen2.5:3b-instruct,29147304,0.5,-0.5,-0.5,0.0,1.0,"The article focuses on a Swiss skier's victory in the Super-G event, with no clear bias towards either side of politics.",ok,2,-0.125
qwen2.5:3b-instruct,29147162,-0.4,-0.6,-0.5,0.0,1.0,"The article focuses on environmental and consumer concerns regarding textile waste, presenting a generally left-leaning perspective.",ok,2,-0.375
qwen2.5:3b-instruct,29134931,-0.4,-0.6,-0.5,0.0,1.0,"The article focuses on a disaster caused by natural causes but also highlights the lack of proper safety measures and inadequate government response, leaning towards a more left-leaning perspective.",ok,2,-0.375
qwen2.5:3b-instruct,29154335,0.0,0.0,0.0,0.0,1.0,The article focuses on a natural disaster event and does not show any bias towards the left or right.,ok,2,0.0
qwen2.5:3b-instruct,29153734,-0.2,-0.5,-0.3,0.0,1.0,"The article discusses food safety issues and corporate responsibility, leaning slightly left with a focus on authorities' role in enforcing regulations and holding companies accountable.",ok,2,-0.25
qwen2.5:3b-instruct,29147820,-0.3,-0.7,-0.5,0.0,0.8,"The article focuses on social security reforms and the rise in disability benefits, which leans left by addressing issues of social safety nets and youth employment support.",ok,2,-0.375
qwen2.5:3b-instruct,29142365,-0.4,-0.6,-0.5,0.0,1.0,"The article focuses on the negative impacts of bitcoin's price drop, citing 'liquidation forced' and economic uncertainties as key factors. It also mentions fears of contagion affecting precious metals, leaning left in its subject matter and framing.",ok,2,-0.375
qwen2.5:3b-instruct,29151828,-1.0,-1.0,-1.0,1.0,0.95,"The article heavily emphasizes the opposition to the Iranian regime and supports a democratic transition, featuring voices from both Iran and outside. It leans strongly towards the left with supportive quotes from prominent figures.",ok,2,-0.5
qwen2.5:3b-instruct,29147062,-0.4,-0.6,-0.5,0.0,1.0,"The article focuses on the trade relationship between the US and Switzerland, with a clear negative framing of Swiss President Karin Keller-Sutter and her country's policies.",ok,2,-0.375
qwen2.5:3b-instruct,29139994,0.0,0.0,0.0,0.0,1.0,The article discusses a mathematical and calendrical phenomenon with no apparent political bias.,ok,2,0.0
qwen2.5:3b-instruct,29150791,0.0,0.0,0.0,0.0,1.0,The article covers a variety of subjects without any clear political bias.,ok,2,0.0
qwen2.5:3b-instruct,29152429,,,,,,,fallback,2,
qwen2.5:3b-instruct,29144178,-0.5,-0.75,-0.25,0.0,0.98,"The article focuses on a recent incident of animal abuse and its consequences, highlighting the negligence by farmers and the need for better monitoring and support systems.",ok,2,-0.375
qwen2.5:3b-instruct,29148270,-0.3,-0.7,-0.6,0.0,1.0,"The article focuses on the challenges of holding elections in Ukraine, with a focus on the lack of political will and logistical difficulties rather than presenting an outright bias towards either side.",ok,2,-0.4
qwen2.5:3b-instruct,29148433,0.0,0.0,0.0,0.0,1.0,The article discusses a public figure without taking any stance or presenting biased information towards left or right political views.,ok,2,0.0
qwen2.5:3b-instruct,29134900,-1.0,-1.0,-1.0,0.0,1.0,"The article heavily focuses on the plight of Palestinians in Gaza, providing vivid descriptions and testimonies from individuals affected by the situation. It criticizes Israeli policies and the U.S.-backed plan for Gaza, aligning with a left-leaning perspective.",ok,2,-0.75
qwen2.5:3b-instruct,29134266,-1.0,-1.0,-1.0,-1.0,1.0,"The article heavily criticizes the United States and portrays Europe as lacking self-confidence, focusing on their need to strengthen their own defense mechanisms against American pressure.",ok,2,-1.0
qwen2.5:3b-instruct,29153846,,,,,,,fallback,2,
qwen2.5:3b-instruct,29143391,-1.0,-1.0,-1.0,0.0,0.95,"The article focuses on a left-leaning academic group and their demands regarding scientific collaborations with Israel, showing strong negative framing towards Israel's policies and practices.",ok,2,-0.75
qwen2.5:3b-instruct,29150974,-1.0,-1.0,-1.0,0.0,1.0,"The article focuses on condemning attacks against defense lawyers and calls for a calm environment, clearly leaning left in its subject matter and framing.",ok,2,-0.75
qwen2.5:3b-instruct,29148256,-0.75,-0.85,-0.6,0.0,1.0,"The article focuses on a case of exploitation and illegal working conditions, presenting the victim's perspective without much positive treatment towards the employers or their practices.",ok,2,-0.55
qwen2.5:3b-instruct,28980688,-0.2,-0.4,-0.3,0.5,1.0,"The article discusses economic cooperation between Switzerland and Iraq, highlighting the positive aspects for Swiss businesses without showing a strong bias towards either side.",ok,2,-0.10000000000000003
qwen2.5:3b-instruct,29123091,0.0,0.0,0.0,0.0,1.0,The article is a neutral description of a sports lottery contest without any apparent bias.,ok,2,0.0
qwen2.5:3b-instruct,29142442,0.0,-0.1,-0.3,0.0,0.85,"The article is balanced in its coverage of the Olympic opening ceremony, mentioning both Milan and Cortina d'Ampezzo equally without favoring one location over the other.",ok,2,-0.1
qwen2.5:3b-instruct,29138340,-0.75,-0.75,-0.75,0.25,1.0,"The article predominantly presents a left-leaning perspective, with Simone de Montmollin's arguments being more favorable to the climate initiative and her stance against excessive government spending and indebtedness.",ok,2,-0.5
qwen2.5:3b-instruct,29147331,-0.12,-0.45,-0.38,0.0,1.0,"The article focuses on a Swiss skier's achievements in Alpine skiing, with no significant mention of other sports or athletes from different countries.",ok,2,-0.23750000000000002
qwen2.5:3b-instruct,29115321,-1.0,-1.0,-1.0,-1.0,1.0,"The article heavily focuses on the decline of American influence and the rise of populist movements in Europe, presenting a critical view towards both subjects.",ok,2,-1.0
qwen2.5:3b-instruct,29147656,-0.3,-0.6,-0.7,0.0,0.9,"The article focuses on the need for better support systems and suggests measures to improve the current system, which leans slightly towards the left.",ok,2,-0.39999999999999997
